id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
552_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_615	C18H28O4	[M - H2O + H]+	C18H26O3	Terpenoids	0.5976670384407043	Sesquiterpenoids	0.5999493598937988	Open-chain polyketides	0.25553596019744873	Prenol lipids	0.3228316307067871					Prenol lipids	0.3228316307067871	Lipids and lipid-like molecules	0.5325481295585632	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	615
553_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_617	C10H10O4	[M - H2O + H]+	C10H8O3	Shikimates and Phenylpropanoids	0.9832756519317627	Phenolic acids (C6-C1)	0.978571891784668	Simple phenolic acids	0.9476484656333923	Benzoic acid esters	0.9480554461479187	Benzoic acid esters	0.9480554461479187	Benzoic acids and derivatives	0.999316930770874	Benzene and substituted derivatives	0.9972328543663025	Benzenoids	0.9996355772018433	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic anions; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	617
554_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_618	C12H14O4	[M + H]+	C12H14O4	Shikimates and Phenylpropanoids	0.9906136989593506	Phenolic acids (C6-C1)	0.9868839383125305	Simple phenolic acids	0.9733653664588928	Benzoic acid esters	0.9826073050498962	Benzoic acid esters	0.9826073050498962	Benzoic acids and derivatives	0.9965740442276001	Benzene and substituted derivatives	0.9933881759643555	Benzenoids	0.9989050626754761	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	618
555_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_619	C19H40N2O4	[M - H2O + H]+	C19H38N2O3	Fatty acids	0.9819279909133911	Fatty amides	0.9763201475143433	N-acyl amines	0.9945587515830994	Alpha amino acids	0.8764177560806274	Amino acids and derivatives	0.9951841235160828	Amino acids, peptides, and analogues	0.9947441816329956	Carboxylic acids and derivatives	0.9998846054077148	Organic acids and derivatives	0.9999737739562988	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic anions; Organic zwitterions; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	619
556_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_620	C18H33NO4	[M + H]+	C18H33NO4	Fatty acids	0.9837527275085449	Fatty Acids and Conjugates	0.8876936435699463	Nitro fatty acids	0.9648199677467346	Amino acids and derivatives	0.045683957636356354	Amino acids and derivatives	0.045683957636356354	Amino acids, peptides, and analogues	0.04716787859797478	Carboxylic acids and derivatives	0.996644139289856	Organic acids and derivatives	0.9996045231819153	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Nitro fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Long-chain fatty acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	620
557_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_621	C11H14O2	[M + H]+	C11H14O2	Shikimates and Phenylpropanoids	0.8281813263893127	Phenylpropanoids (C6-C3)	0.3162766993045807	Cinnamic acids and derivatives	0.18774954974651337	Alkyl-phenylketones	0.8723315596580505	Ketones	0.6882385015487671	Carbonyl compounds	0.8667973279953003	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Ketones; Alkyl aryl ethers; Ethers; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; Phenoxy compounds; Chemical entities	621
558_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_622	C18H30O3	[M + H]+	C18H30O3	Fatty acids	0.9430188536643982	Octadecanoids	0.70958411693573	Other Octadecanoids	0.7502772212028503	Lineolic acids and derivatives	0.7213792204856873			Lineolic acids and derivatives	0.7213792204856873	Fatty Acyls	0.9695913791656494	Lipids and lipid-like molecules	0.9542004466056824	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	622
559_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_623	C18H26O2	[M - H2O + H]+	C18H24O	Terpenoids	0.9474343061447144	Diterpenoids	0.5734319686889648	Androstane steroids	0.21168819069862366	Cyclohexenones	0.08395151793956757	Ketones	0.8447346687316895	Carbonyl compounds	0.9600651860237122	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	623
560_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_624	C18H26O2	[M + H]+	C18H26O2	Terpenoids	0.989267885684967	Steroids	0.6761364340782166	Androstane steroids	0.8551390767097473	Androgens and derivatives	0.8254388570785522	Androgens and derivatives	0.8254388570785522	Androstane steroids	0.7578287720680237	Steroids and steroid derivatives	0.7175086736679077	Lipids and lipid-like molecules	0.945357084274292	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Hydroxysteroids; Androgens and derivatives; Carbonyl compounds; 3-oxosteroids; 17-hydroxysteroids; Cyclic ketones; Androstane steroids; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	624
561_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_625	C17H26O5	[M + H]+	C17H26O5	Polyketides	0.4884980022907257	Phenolic acids (C6-C1)	0.13220936059951782	Simple phenolic acids	0.07486671954393387	Benzoyl derivatives	0.8647750020027161			Benzoyl derivatives	0.8647750020027161	Benzene and substituted derivatives	0.9921833872795105	Benzenoids	0.9176701307296753	Organic compounds; Alkyl aryl ethers; Phenols; Resorcinols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	625
563_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_627	C18H28O3	[M - H2O + H]+	C18H26O2	Polyketides	0.28131338953971863	Cyclic polyketides	0.7203328609466553	Other Octadecanoids	0.46868088841438293	Estrogens and derivatives	9.4174116384238E-4	Estrogens and derivatives	9.4174116384238E-4	Estrane steroids	9.606091771274805E-4	Steroids and steroid derivatives	0.001915970235131681	Lipids and lipid-like molecules	0.8616584539413452	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Delta valerolactones; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	627
564_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_628	C18H37NO3	[M + H]+	C18H37NO3	Fatty acids	0.9899163842201233	Sphingolipids	0.9835970997810364	Sphingoid bases	0.9581273198127747	Phytoceramides	0.03429209068417549	Phytoceramides	0.03429209068417549	Ceramides	0.9852225184440613	Sphingolipids	0.9653551578521729	Lipids and lipid-like molecules	0.8157303333282471	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	628
566_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_630	C11H16O4	[M - H2O + H]+	C11H14O3	Shikimates and Phenylpropanoids	0.36877116560935974	Cyclic polyketides	0.2590057849884033	Simple cyclic polyketides	0.31565478444099426	Beta-keto acids and derivatives	0.5420209169387817			Beta-keto acids and derivatives	0.5420209169387817	Keto acids and derivatives	0.7487431764602661	Organic acids and derivatives	0.8170367479324341	Organic compounds; Ketones; Alcohols and polyols; 1,3-dicarbonyl compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Carboxylic acid derivatives; Beta-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Beta-diketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	630
567_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_631	C14H18O4	[M + H]+	C14H18O4	Terpenoids	0.8470710515975952	Sesquiterpenoids	0.3544699251651764	Prenyl quinone meroterpenoids	0.058966949582099915	Hydroxybenzoic acid derivatives	0.006682106759399176	Hydroxybenzoic acid derivatives	0.006682106759399176	Benzoic acids and derivatives	0.018890103325247765	Benzene and substituted derivatives	0.16164566576480865	Benzenoids	0.22872337698936462	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	631
568_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_632	C21H36O5	[M - H2O + H]+	C21H34O4	Fatty acids	0.9855507612228394	Eicosanoids	0.9338235855102539	Prostaglandins	0.9903166890144348	Prostaglandins and related compounds	0.9805147647857666	Prostaglandins and related compounds	0.9805147647857666	Eicosanoids	0.922787070274353	Fatty Acyls	0.9950805902481079	Lipids and lipid-like molecules	0.9990541338920593	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	632
570_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_635	C18H39NO3	[M + H]+	C18H39NO3	Fatty acids	0.9963582158088684	Sphingolipids	0.9733726382255554	Sphingoid bases	0.9761768579483032	1,3-aminoalcohols	0.9922657608985901	Alkanolamines	0.9997515082359314	Amines	0.9994057416915894	Organonitrogen compounds	0.9999964237213135	Organic nitrogen compounds	0.9999959468841553	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,3-aminoalcohols; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	635
571_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_636	C21H36O5	[M - H2O + H]+	C21H34O4	Terpenoids	0.9946111440658569	Steroids	0.9789735674858093	Androstane steroids	0.08826787024736404	3-hydroxysteroids	0.9785155057907104	3-hydroxysteroids	0.9785155057907104	Hydroxysteroids	0.9516716599464417	Steroids and steroid derivatives	0.9266285300254822	Lipids and lipid-like molecules	0.9988510608673096	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; 3-hydroxysteroids; 17-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	636
573_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_638	C16H33NO3	[M + H]+	C16H33NO3	Fatty acids	0.9753516912460327	Fatty amides	0.9928746223449707	N-acyl ethanolamines (endocannabinoids)	0.9021797180175781	N-acyl amines	0.9983431100845337	N-acyl amines	0.9983431100845337	Fatty amides	0.9958349466323853	Fatty Acyls	0.9748495817184448	Lipids and lipid-like molecules	0.97556471824646	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	638
574_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_641	C18H28O3	[M + H]+	C18H28O3	Fatty acids	0.7261024713516235	Octadecanoids	0.5868452787399292	Other Octadecanoids	0.5278365612030029	Long-chain fatty acids	0.6151009798049927	Long-chain fatty acids	0.6151009798049927	Fatty acids and conjugates	0.9762545824050903	Fatty Acyls	0.9549937844276428	Lipids and lipid-like molecules	0.9565520882606506	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Medium-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Cyclic ketones; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	641
575_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_642	C26H48NO7P	[M + H]+	C26H48NO7P	Fatty acids	0.9992662072181702	Glycerophospholipids	0.9998804330825806	Glycerophosphocholines	0.9974742531776428	1-acyl-sn-glycero-3-phosphocholines	0.9718396663665771	Lysophosphatidylcholines	0.9221675992012024	Glycerophosphocholines	0.9917593598365784	Glycerophospholipids	0.9851203560829163	Lipids and lipid-like molecules	0.9995126724243164	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	642
576_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_643	C26H48NO7P	[M + H]+	C26H48NO7P	Fatty acids	0.9942145943641663	Glycerophospholipids	0.9996910095214844	Glycerophosphocholines	0.9859492182731628	Lysophosphatidylcholines	0.7938200831413269	Lysophosphatidylcholines	0.7938200831413269	Glycerophosphocholines	0.9796262383460999	Glycerophospholipids	0.9923325777053833	Lipids and lipid-like molecules	0.9994576573371887	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643
578_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_645	C19H38O4	[M + Na]+	C19H38O4	Fatty acids	0.9988440275192261	Glycerolipids	0.9905365109443665	Monoacylglycerols	0.9944803714752197	Fatty alcohols	0.6159221529960632			Fatty alcohols	0.6159221529960632	Fatty Acyls	0.9998113512992859	Lipids and lipid-like molecules	0.999835729598999	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	645
579_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_646	C18H30O3	[M - H2O + H]+	C18H28O2	Fatty acids	0.9882429242134094	Octadecanoids	0.7758457660675049	Other Octadecanoids	0.8698499798774719	Lineolic acids and derivatives	0.7520262598991394			Lineolic acids and derivatives	0.7520262598991394	Fatty Acyls	0.983055591583252	Lipids and lipid-like molecules	0.9806534647941589	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	646
580_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_647	C18H30O3	[M - H2O + H]+	C18H28O2	Fatty acids	0.9927284717559814	Octadecanoids	0.7960471510887146	Other Octadecanoids	0.913150429725647	Lineolic acids and derivatives	0.756641149520874			Lineolic acids and derivatives	0.756641149520874	Fatty Acyls	0.989736795425415	Lipids and lipid-like molecules	0.9897370934486389	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	647
581_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_648	C19H38O4	[M + Na]+	C19H38O4	Fatty acids	0.9986997842788696	Glycerolipids	0.9663873910903931	Monoacylglycerols	0.9900450110435486	Fatty alcohols	0.5784128308296204			Fatty alcohols	0.5784128308296204	Fatty Acyls	0.999211311340332	Lipids and lipid-like molecules	0.9987297654151917	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; 1-monoacylglycerols; 2-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	648
582_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_649	C21H36O5	[M - H2O + H]+	C21H34O4	Fatty acids	0.8801356554031372	Glycerolipids	0.4021301865577698	Monoacylglycerols	0.5795555114746094	Eicosanoids	0.24732601642608643			Eicosanoids	0.24732601642608643	Fatty Acyls	0.9233167767524719	Lipids and lipid-like molecules	0.9653570055961609	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	649
583_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_650	C18H30O4	[M - H2O + H]+	C18H28O3	Fatty acids	0.8163025975227356	Octadecanoids	0.15547990798950195	Monoacylglycerols	0.13759031891822815	Fatty Acyls	0.6895451545715332					Fatty Acyls	0.6895451545715332	Lipids and lipid-like molecules	0.9138861894607544	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	650
584_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_651	C23H44NO7P	[M + H]+	C23H44NO7P	Fatty acids	0.9992514252662659	Glycerophospholipids	0.9995113611221313	Glycerophosphoethanolamines	0.9969231486320496	Amino acids and derivatives	0.9587101340293884	Amino acids and derivatives	0.9587101340293884	Amino acids, peptides, and analogues	0.9586169719696045	Carboxylic acids and derivatives	0.9996311664581299	Organic acids and derivatives	0.9999896287918091	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	651
585_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_652	C22H30O2	[M + H]+	C22H30O2	Terpenoids	0.9748716950416565	Apocarotenoids	0.5064446926116943	Apocarotenoids (β-)	0.19553695619106293	Diterpenoids	0.8908092379570007			Diterpenoids	0.8908092379570007	Prenol lipids	0.9745961427688599	Lipids and lipid-like molecules	0.9836100339889526	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diterpenoids; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	652
586_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_653	C26H50NO7P	[M + H]+	C26H50NO7P	Fatty acids	0.9998363256454468	Glycerophospholipids	0.9997543692588806	Glycerophosphocholines	0.9827978610992432	Glycerophosphocholines	0.9985853433609009			Glycerophosphocholines	0.9985853433609009	Glycerophospholipids	0.9992886781692505	Lipids and lipid-like molecules	0.9997819066047668	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	653
587_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_654	C18H28O3	[M + H]+	C18H28O3	Fatty acids	0.6862325072288513	Octadecanoids	0.6558680534362793	Other Octadecanoids	0.6929593682289124	Lineolic acids and derivatives	0.6887362003326416			Lineolic acids and derivatives	0.6887362003326416	Fatty Acyls	0.8827346563339233	Lipids and lipid-like molecules	0.9624612331390381	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	654
