confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
11	1	1	2	2	0.8800867472832439	-2.146014912519843	0.9999999999999999	69.22966023783991	C5H10N2O3	[M + H]+	ZDXPYRJPNDTMRX	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)	glutamin	C(CC(=O)N)C(C(=O)O)N	-1.80237091	738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741	HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)	255847294	147.07633	38.09	36_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_39	39
12	1	1	1	4	0.8406260916255821	-367.38006065347554	0.5894472361809044	52.23617093503961	C18H33N7O9	[M + H]+	ZFSIGJMSVGZVGP	InChI=1S/C18H33N7O9/c1-7(26)12(15(31)23-10(17(33)34)6-11(28)29)25-16(32)13(8(2)27)24-14(30)9(19)4-3-5-22-18(20)21/h7-10,12-13,26-27H,3-6,19H2,1-2H3,(H,23,31)(H,24,30)(H,25,32)(H,28,29)(H,33,34)(H4,20,21,22)	2-[[2-[[2-[[2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]amino]butanedioic acid	CC(C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)N)O	-7.0999999	22650813;137333789	PubChem:(22650813 137333789);CHEBI:(138503)	34	492.24365	178.62	309_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_336	336
13	1	1	2	2	0.8404990689853598	-2.7666283414101716	0.9999999999999999	54.1625506320836	C5H9NO4	[M + H]+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	Glutamat	C(CC(=O)O)C(C(=O)O)N	-1.32391071	611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024	HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)	255847294	148.06052	90.74	105_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_112	112
14	1	1	2	2	0.8227987753615987	-3.390860481338381	0.9999999999999999	60.49738059426288	C5H9NO4	[M + H]+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	Glutamat	C(CC(=O)O)C(C(=O)O)N	-1.32391071	611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024	HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)	255847294	148.06032	38.09	37_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_40	40
15	1	1	2	2	0.8134019350241406	-1.4555189659035064	0.9999999999999999	95.64902509996868	C9H8O4	[M + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	181.04959	190.7	339_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_368	368
16	1	1	2	2	0.8006443644943138	-2.1334396769002817	0.9999999999999999	79.5511834690297	C9H8O4	[M + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	181.04935	164.42	269_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_288	288
17	1	1	2	2	0.7913943519053966	-20.510817410073084	0.9999999999999999	52.571070409601674	C9H20N2O2	[M + H]+	MXNRLFUSFKVQSK	InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1	Laminine	C[N+](C)(C)CCCCC(C(=O)O)N	-0.47767508	115146;115147;159659;159660;440120;440121;6992003;21723218;58340185;102107754;117065514;126455951;126455952	HMDB:(1325);SuperNatural:(SN00326367 SN00156131);ZINC bio:(ZINC01529747);additional;MeSH:(159659 159660 440120 440121 6992003);Plantcyc:(N6N6N6-TRIMETHYL-L-LYSINE);PubMed;NORMAN:(NS00015043);COCONUT:(CNP0083601 CNP0323643 CNP0324090);KNApSAcK:(51192);Natural Products:(UNPD115791 UNPD117974);PubChem:(115146 115147 159659 159660 440120 440121 6992003 21723218 58340185 102107754 117065514 126455951 126455952);CHEBI:(58100 17311);PubChem class - bio and metabolites;KEGG:(C03793);PubChem class - safety and toxic;Training Set;Biocyc:(N6N6N6-TRIMETHYL-L-LYSINE)	88009086	189.15953	31.22	6_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_6	6
18	1	1	1	2	0.7848693693480903	-0.32347086754387844	0.9999999999999999	58.42547028020085	C6H14N4O2	[M + H]+	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	arginine	C(CC(C(=O)O)N)CN=C(N)N	-1.63495886	232;6322;28782;1549073;1549104;71070;444360;4473077;5231987;5246487;5260203;5287702;5460857;5460858;5460860;5460861;6913512;9793996;9815369;11770759;10313339;11321257;17753939;16217519;16217580;16217799;20798608;22726443;51037639;51037640;51037641;46932130;52941769;54144538;57182507;57616918;57616923;57616939;57616947;59119146;58618352;59645172;59667378;59373181;59373187;59373188;59373199;59905797;58203011;71308530;71309938;71310245;76974066;76974115;76974116;88031296;87559318;88901885;88901889;88901891;88901915;89059445;90938205;90472354;101002480;101611381;117064614;117065487;118099679;118264379;123552702;122363709;124202805;129834582;129850676;131801519;131878490;132276652;134817835;135207570	HMDB:(517 3416 62762);PubChem class - food;SuperNatural:(SN00319966 SN00002215 SN00002252 SN00369945);ZINC bio:(ZINC01532525 ZINC01532749 ZINC12484881 ZINC12496140);additional;HSDB:(74-79-3);MeSH:(6322 1549073 5287702);Plantcyc:(ARG CPD-220);PubMed;NORMAN:(NS00005927);COCONUT:(CNP0076956 CNP0083479 CNP0257247);KNApSAcK:(1340);Natural Products:(UNPD76205 UNPD20394);PubChem:(232 6322 28782 1549073 1549104 71070 444360 4473077 5231987 5246487 5260203 5287702 5460857 5460858 5460860 5460861 6913512 9793996 9815369 11770759 10313339 11321257 17753939 16217519 16217580 16217799 20798608 22726443 51037639 51037640 51037641 46932130 52941769 54144538 57182507 57616918 57616923 57616939 57616947 59119146 58618352 59645172 59667378 59373181 59373187 59373188 59373199 59905797 58203011 71308530 71309938 71310245 76974066 76974115 76974116 88031296 87559318 88901885 88901889 88901891 88901915 89059445 90938205 90472354 101002480 101611381 117064614 117065487 118099679 118264379 123552702 122363709 124202805 129834582 129850676 131801519 131878490 132276652 134817835 135207570);CHEBI:(15816 32689 32695 16467 32696 32688 32683 32690 32681 29016 32682 32697);PubChem class - bio and metabolites;KEGG:(C02385 C00062 C00792);PubChem class - safety and toxic;YMDB:(592);Training Set;PubChem class - drug;Biocyc:(ARG CPD-220)	255847294	175.11887	36.74	27_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_27	27
19	1	1	2	2	0.7800444676420095	-2.9553682475124243	0.9999999999999999	80.20417907913	C9H8O4	[M + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	181.04954	199.26	367_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_396	396
20	1	1	1	2	0.7794381488940063	-0.33259274757078094	0.9999999999999999	55.057986658287604	C6H14N4O2	[M + H]+	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	arginine	C(CC(C(=O)O)N)CN=C(N)N	-1.63495886	232;6322;28782;1549073;1549104;71070;444360;4473077;5231987;5246487;5260203;5287702;5460857;5460858;5460860;5460861;6913512;9793996;9815369;11770759;10313339;11321257;17753939;16217519;16217580;16217799;20798608;22726443;51037639;51037640;51037641;46932130;52941769;54144538;57182507;57616918;57616923;57616939;57616947;59119146;58618352;59645172;59667378;59373181;59373187;59373188;59373199;59905797;58203011;71308530;71309938;71310245;76974066;76974115;76974116;88031296;87559318;88901885;88901889;88901891;88901915;89059445;90938205;90472354;101002480;101611381;117064614;117065487;118099679;118264379;123552702;122363709;124202805;129834582;129850676;131801519;131878490;132276652;134817835;135207570	HMDB:(517 3416 62762);PubChem class - food;SuperNatural:(SN00319966 SN00002215 SN00002252 SN00369945);ZINC bio:(ZINC01532525 ZINC01532749 ZINC12484881 ZINC12496140);additional;HSDB:(74-79-3);MeSH:(6322 1549073 5287702);Plantcyc:(ARG CPD-220);PubMed;NORMAN:(NS00005927);COCONUT:(CNP0076956 CNP0083479 CNP0257247);KNApSAcK:(1340);Natural Products:(UNPD76205 UNPD20394);PubChem:(232 6322 28782 1549073 1549104 71070 444360 4473077 5231987 5246487 5260203 5287702 5460857 5460858 5460860 5460861 6913512 9793996 9815369 11770759 10313339 11321257 17753939 16217519 16217580 16217799 20798608 22726443 51037639 51037640 51037641 46932130 52941769 54144538 57182507 57616918 57616923 57616939 57616947 59119146 58618352 59645172 59667378 59373181 59373187 59373188 59373199 59905797 58203011 71308530 71309938 71310245 76974066 76974115 76974116 88031296 87559318 88901885 88901889 88901891 88901915 89059445 90938205 90472354 101002480 101611381 117064614 117065487 118099679 118264379 123552702 122363709 124202805 129834582 129850676 131801519 131878490 132276652 134817835 135207570);CHEBI:(15816 32689 32695 16467 32696 32688 32683 32690 32681 29016 32682 32697);PubChem class - bio and metabolites;KEGG:(C02385 C00062 C00792);PubChem class - safety and toxic;YMDB:(592);Training Set;PubChem class - drug;Biocyc:(ARG CPD-220)	255847294	175.11907	89.72	103_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_110	110
21	1	1	2	2	0.7615441929715822	-1.7698221390511573	0.9999999999999999	74.11980535375803	C9H11NO3	[M + H]+	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.267655462	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	182.08131	55.08	73_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_76	76
22	1	1	2	2	0.7563464079638956	-6.936563751680821	0.9999999999999999	32.99701976693255	C11H15N5O3S	[M + H]+	WUUGFSXJNOTRMR	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)	Vitamin L2	CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	-0.807151794	149;99302;688097;439176;453683;13101165;13101166;15939259;25322898;46874793;57104771;59099797;58682801;58108938;91614589;98100246;124300729;124300795;134694842;138107656	HMDB:(1173);SuperNatural:(SN00036172 SN00036174 SN00322908 SN00036175 SN00036173 SN00008121);ZINC bio:(ZINC03869319 ZINC03869320 ZINC03869321 ZINC03869322 ZINC04228245);additional;MeSH:(149 99302 439176 453683);Plantcyc:(5-METHYLTHIOADENOSINE CPD4FS-4 CPDQT-42);PubMed;NORMAN:(NS00014568);COCONUT:(CNP0141020);Natural Products:(UNPD27064 UNPD190794);PubChem:(149 99302 688097 439176 453683 13101165 13101166 15939259 25322898 46874793 57104771 59099797 58682801 58108938 91614589 98100246 124300729 124300795 134694842 138107656);CHEBI:(17509);PubChem class - bio and metabolites;KEGG:(C00170);PubChem class - safety and toxic;YMDB:(178);Training Set;PubChem class - drug;Biocyc:(5-METHYLTHIOADENOSINE CPD-18501)	121629038	298.09681	119.65	172_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_184	184
23	1	1	2	2	0.7545450859046713	-6.8906973425810145	0.9999999999999999	93.26114525246682	C6H8O7	[M + H]+	KRKNYBCHXYNGOX	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	Chemfill	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	-1.79005051	311;24802;31348;4099777;3853591;4342083;9815540;12303294;12303295;10012881;9990172;10241686;10313505;19782904;16213286;16213403;16217547;16219104;22051957;25113638;59575930;76764134;87060892;88113319;87111074;88162338;87306242;102066902;129761155	HMDB:(94);PubChem class - food;SuperNatural:(SN00317829 SN00001730);ZINC bio:(ZINC00895081);additional;HSDB:(77-92-9);MeSH:(311 31348);Plantcyc:(CIT);PubMed;NORMAN:(NS00007335 NS00042537);COCONUT:(CNP0149674 CNP0346802 CNP0354288);KNApSAcK:(7619);Natural Products:(UNPD145647);PubChem:(311 24802 31348 4099777 3853591 4342083 9815540 12303294 12303295 10012881 9990172 10241686 10313505 19782904 16213286 16213403 16217547 16219104 22051957 25113638 59575930 76764134 87060892 88113319 87111074 88162338 87306242 102066902 129761155);CHEBI:(16947 35806 76049 35810 35809 35802 30769);PubChem class - bio and metabolites;KEGG:(C00158);PubChem class - safety and toxic;YMDB:(86);Training Set;PubChem class - drug;Biocyc:(CPD1UA-5664 CIT)	255847294	193.03435	49.28	62_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_65	65
24	1	2	2	7	0.7396699179966747	-339.56623488962646	0.3417085427135679	43.330909591946245	C18H33N7O9	[M - H2O + H]+	ZFSIGJMSVGZVGP	InChI=1S/C18H33N7O9/c1-7(26)12(15(31)23-10(17(33)34)6-11(28)29)25-16(32)13(8(2)27)24-14(30)9(19)4-3-5-22-18(20)21/h7-10,12-13,26-27H,3-6,19H2,1-2H3,(H,23,31)(H,24,30)(H,25,32)(H,28,29)(H,33,34)(H4,20,21,22)	2-[[2-[[2-[[2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]amino]butanedioic acid	CC(C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)N)O	-7.0999999	22650813;137333789	PubChem:(22650813 137333789);CHEBI:(138503)	34	474.23344	233.89	462_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_505	505
25	1	2	2	7	0.7330926755832395	-84.48361862630662	0.05226130653266332	13.814988843271012	C25H30O11	[M + H]+	ZSTDWUNTJMTTBI	InChI=1S/C25H30O11/c1-32-18-7-4-15(11-17(18)28)9-10-34-25-23(31)22(30)24(20(13-26)35-25)36-21(29)8-5-14-3-6-16(27)19(12-14)33-2/h3-8,11-12,20,22-28,30-31H,9-10,13H2,1-2H3	(E)-(2R,3S,4R,5R,6R)-4,5-Dihydroxy-6-(3-hydroxy-4-methoxyphenethoxy)-2-(hydroxymethyl)tetrahydro-2H-pyran-3-yl 3-(4-hydroxy-3-methoxyphenyl)acrylate	COC1=C(C=C(C=C1)CCOC2C(C(C(C(O2)CO)OC(=O)C=CC3=CC(=C(C=C3)O)OC)O)O)O	1.20000005	73554085;90656875;92024080;126970049;129316778	COCONUT:(CNP0175626);Natural Products:(UNPD147132);PubChem:(73554085 90656875 92024080 126970049 129316778);SuperNatural:(SN00299604)	3178498	507.18548	235.3	470_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_513	513
